,datasetid,recordid,fields,geometry,record_timestamp
143,centros-educativos-en-valencia,fa88588800de3f61af26c677cf38b18a4aed9be8,"{'telef': '658076548', 'codcen': '46031131', 'despecific': 'AL COLE', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.36857, 39.48492399907389], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE AL COLE', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46010', 'regimen': 'PRIVADO', 'direccion': 'CL. MOLINELL, 12', 'municipio': 'València', 'mail': 'direccion@ceialcole.com', 'fax': '963631673', 'geo_point_2d': [39.48492399907389, -0.3685700000000008]}","{'type': 'Point', 'coordinates': [-0.3685700000000008, 39.48492399907389]}",2022-02-23T09:49:39.941+01:00
144,centros-educativos-en-valencia,1504ac91850ebc56be3527a9ed7e4185bafeade7,"{'telef': '645800075', 'codcen': '46031192', 'despecific': 'MI KITA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.370565, 39.48427599907391], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE MI KITA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46010', 'regimen': 'PRIVADO', 'direccion': ""CL. SENDA DE L'AIRE, 6"", 'municipio': 'València', 'mail': 'mikitaalemana@gmail.com', 'fax': '0', 'geo_point_2d': [39.48427599907391, -0.37056500000000003]}","{'type': 'Point', 'coordinates': [-0.37056500000000003, 39.48427599907391]}",2022-02-23T09:49:39.941+01:00
145,centros-educativos-en-valencia,1dc11f4ac79f52d5812103e74bdc18ee552b3dcb,"{'telef': '963375429', 'codcen': '46031398', 'despecific': 'ILLES BALEARS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.353009, 39.46267099907402], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE ILLES BALEARS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46023', 'regimen': 'PRIVADO', 'direccion': 'AV. BALEARES, 45', 'municipio': 'València', 'mail': 'baleares@centrosinfantiles.com', 'fax': '0', 'geo_point_2d': [39.46267099907402, -0.35300900000000074]}","{'type': 'Point', 'coordinates': [-0.35300900000000074, 39.46267099907402]}",2022-02-23T09:49:39.941+01:00
146,centros-educativos-en-valencia,a53911c8616e47a927da5b01ec40e93e1f5542f2,"{'telef': '963674379', 'codcen': '46031453', 'despecific': 'ALMA MONTESSORI', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.332175, 39.46742899907398], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE ALMA MONTESSORI', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46011', 'regimen': 'PRIVADO', 'direccion': 'CL. VICENTE BRULL, 86', 'municipio': 'València', 'mail': 'hola@almamontessori.com', 'fax': '0', 'geo_point_2d': [39.46742899907398, -0.3321750000000006]}","{'type': 'Point', 'coordinates': [-0.3321750000000006, 39.46742899907398]}",2022-02-23T09:49:39.941+01:00
147,centros-educativos-en-valencia,c1b132e67c3c090b19fe3fdd5c3c76c866125ac6,"{'telef': '963519365', 'codcen': '46032196', 'despecific': 'INS. INTER III', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.382354, 39.461278999074025], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT FP I. INTER III', 'dgenerica': 'CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA', 'codpos': '46007', 'regimen': 'PRIVADO', 'direccion': 'CL. SAN VICENTE, 161', 'municipio': 'València', 'mail': 'director@institutointer.com', 'fax': '963411452', 'geo_point_2d': [39.461278999074025, -0.3823540000000019]}","{'type': 'Point', 'coordinates': [-0.3823540000000019, 39.461278999074025]}",2022-02-23T09:49:39.941+01:00
148,centros-educativos-en-valencia,1a5e95bb1eb47dd726d1c7113ff428bd8043efad,"{'telef': '963705101', 'codcen': '46032263', 'despecific': 'LÁPICES I', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.396688, 39.470911999073955], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE LÁPICES I', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46018', 'regimen': 'PRIVADO', 'direccion': 'CL. VICENTE BRANCHAT, 5', 'municipio': 'València', 'mail': 'lapicesvicentebranchat@escuelas-infantiles.com', 'fax': '0', 'geo_point_2d': [39.470911999073955, -0.39668800000000076]}","{'type': 'Point', 'coordinates': [-0.39668800000000076, 39.470911999073955]}",2022-02-23T09:49:39.941+01:00
149,centros-educativos-en-valencia,5955b71c9a5c43cd30fae9cd51ff8e9d9fccbc0d,"{'telef': '961330886', 'codcen': '46032342', 'despecific': 'GLOBITOS 2', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.387526, 39.44056799907416], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE GLOBITOS 2', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46017', 'regimen': 'PRIVADO', 'direccion': 'CL. ALQUERÍA DE BENIMASSOT, 6', 'municipio': 'València', 'mail': 'eiglobitos@gmail.com', 'fax': '0', 'geo_point_2d': [39.44056799907416, -0.3875259999999991]}","{'type': 'Point', 'coordinates': [-0.3875259999999991, 39.44056799907416]}",2022-02-23T09:49:39.941+01:00
150,centros-educativos-en-valencia,a5b32f61a00f82981955785b7625acc2a0c95511,"{'telef': '961933159', 'codcen': '46032536', 'despecific': 'PEKEÑOS MAGOS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.379468, 39.49106999907385], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE PEKEÑOS MAGOS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46025', 'regimen': 'PRIVADO', 'direccion': 'AV. DOCTOR PESSET ALEIXANDRE, 58', 'municipio': 'València', 'mail': 'atenea200@hotmail.com', 'fax': '0', 'geo_point_2d': [39.49106999907385, -0.3794679999999989]}","{'type': 'Point', 'coordinates': [-0.3794679999999989, 39.49106999907385]}",2022-02-23T09:49:39.941+01:00
151,centros-educativos-en-valencia,4e6e2602ff017032a8b06cc55f460692c5f36330,"{'telef': '661054603', 'codcen': '46032573', 'despecific': 'EL ESCONDITE INGLÉS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.368975, 39.455223999074086], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE EL ESCONDITE INGLÉS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46013', 'regimen': 'PRIVADO', 'direccion': 'AV. DOCTOR WAKSMAN, 50-52', 'municipio': 'València', 'mail': 'kinder.waksman@gmail.com', 'fax': '0', 'geo_point_2d': [39.455223999074086, -0.3689750000000004]}","{'type': 'Point', 'coordinates': [-0.3689750000000004, 39.455223999074086]}",2022-02-23T09:49:39.941+01:00
152,centros-educativos-en-valencia,3fee64b71a3ec6bf104eb00fe8cde3bcb173b800,"{'telef': '961146896', 'codcen': '46032603', 'despecific': 'CUQUETS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.400312, 39.541416999073526], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE CUQUETS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46113', 'regimen': 'PRIVADO', 'direccion': 'CL. DE BENIFARAIG, 1', 'municipio': 'Moncada', 'mail': 'cei.cuquets@gmail.com', 'fax': '0', 'geo_point_2d': [39.541416999073526, -0.4003119999999996]}","{'type': 'Point', 'coordinates': [-0.4003119999999996, 39.541416999073526]}",2022-02-23T09:49:39.941+01:00
153,centros-educativos-en-valencia,082d46f22cda819b2e176e71bd756ad18da7521e,"{'telef': '961869350', 'codcen': '46032676', 'despecific': 'MUNICIPAL PATACONA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.327913, 39.48531299907386], 'type': 'Point'}, 'dlibre': 'CENTRE FPA MUNICIPAL PATACONA', 'dgenerica': 'CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES', 'codpos': '46120', 'regimen': 'PÚBLICO', 'direccion': 'AV. VICENTE BLASCO IBÁÑEZ NOVELISTA, S', 'municipio': 'Alboraia', 'mail': 'epaalboraia@gmail.com', 'fax': '0', 'geo_point_2d': [39.48531299907386, -0.32791299999999884]}","{'type': 'Point', 'coordinates': [-0.32791299999999884, 39.48531299907386]}",2022-02-23T09:49:39.941+01:00
154,centros-educativos-en-valencia,1f05c7e8b52b33c378fac67f647c3c07264a7ca9,"{'telef': '963672333', 'codcen': '46032718', 'despecific': 'ATENEO MUSICAL DEL PUERTO', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.333323, 39.464774999074], 'type': 'Point'}, 'dlibre': 'CENTRE ENS. PROFESSIONALS DE MÚSICA ATEN. MUS. DEL PUERTO', 'dgenerica': ""CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA"", 'codpos': '46011', 'regimen': 'PRIVADO', 'direccion': 'CL. FRANCISCO BALDOMÁ, 40', 'municipio': 'València', 'mail': 'sociedad@atenomusicaldelpuerto.com', 'fax': '0', 'geo_point_2d': [39.464774999074, -0.33332300000000037]}","{'type': 'Point', 'coordinates': [-0.33332300000000037, 39.464774999074]}",2022-02-23T09:49:39.941+01:00
155,centros-educativos-en-valencia,188187e08beba2abe6403b4cb7366caac2d81a4f,"{'telef': '961206345', 'codcen': '46032721', 'despecific': ""DE L'IES CONSELLERIA A VALENCIA"", 'provincia': 'València', 'geo_shape': {'coordinates': [-0.392627, 39.4830899990739], 'type': 'Point'}, 'dlibre': ""SECCIÓ DE L'IES CONSELLERIA A VALENCIA"", 'dgenerica': ""SECCIÓ D'EDUCACIÓ SECUNDÀRIA"", 'codpos': '46015', 'regimen': 'PÚBLICO', 'direccion': 'CL. SAN JAVIER, 2', 'municipio': 'València', 'mail': '46032721@edu.gva.es', 'fax': '961206346', 'geo_point_2d': [39.4830899990739, -0.39262699999999895]}","{'type': 'Point', 'coordinates': [-0.39262699999999895, 39.4830899990739]}",2022-02-23T09:49:39.941+01:00
156,centros-educativos-en-valencia,d3bff517aa44aedbb3139aff77fc87124772ec9d,"{'telef': '963943461', 'codcen': '46032780', 'despecific': 'XICOTETS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.372236, 39.46707299907399], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE XICOTETS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46004', 'regimen': 'PRIVADO', 'direccion': 'CL. CIRILO AMORÓS, 27', 'municipio': 'València', 'mail': 'info@xicotets.es', 'fax': '963943461', 'geo_point_2d': [39.46707299907399, -0.3722359999999991]}","{'type': 'Point', 'coordinates': [-0.3722359999999991, 39.46707299907399]}",2022-02-23T09:49:39.941+01:00
157,centros-educativos-en-valencia,fe2a6b384081b3a8e7fa0610db46bfa1b33e56d6,"{'telef': '963517177', 'codcen': '46032883', 'despecific': 'CAPITOL', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.37597, 39.46772099907399], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT FP CAPITOL', 'dgenerica': 'CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA', 'codpos': '46002', 'regimen': 'PRIVADO', 'direccion': 'CL. RIBERA, 16', 'municipio': 'València', 'mail': 'info@capitolempresa.com', 'fax': '0', 'geo_point_2d': [39.46772099907399, -0.3759700000000005]}","{'type': 'Point', 'coordinates': [-0.3759700000000005, 39.46772099907399]}",2022-02-23T09:49:39.941+01:00
158,centros-educativos-en-valencia,2665d7ff23e76cc834ae688ac32e52a96ce420dc,"{'telef': '963134097', 'codcen': '46033012', 'despecific': 'FUNDACIÓN TREFOR VALENCIA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.401484, 39.472046999073974], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT FP FUNDACIÓN TREFOR VALENCIA', 'dgenerica': 'CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA', 'codpos': '46018', 'regimen': 'PRIVADO', 'direccion': 'CL. VELÁZQUEZ, 13', 'municipio': 'València', 'mail': 'trefor@fundaciontrefor.com', 'fax': '0', 'geo_point_2d': [39.472046999073974, -0.4014840000000009]}","{'type': 'Point', 'coordinates': [-0.4014840000000009, 39.472046999073974]}",2022-02-23T09:49:39.941+01:00
159,centros-educativos-en-valencia,1b4ecca005521d84474562a1e959aeef786f5335,"{'telef': '963492083', 'codcen': '46033449', 'despecific': 'MUNICIPAL SANT PAU', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.405443, 39.48522999907387], 'type': 'Point'}, 'dlibre': 'EI 1er CICLE MUNICIPAL SANT PAU', 'dgenerica': 'ESCOLA INFANTIL DE PRIMER CICLE', 'codpos': '46015', 'regimen': 'PÚBLICO', 'direccion': 'AV. PÍO BAROJA ESQ. JOSEP ALMINYANA I', 'municipio': 'València', 'mail': 'info@escuelainfantilsantpau.com', 'fax': '963467200', 'geo_point_2d': [39.48522999907387, -0.4054430000000012]}","{'type': 'Point', 'coordinates': [-0.4054430000000012, 39.48522999907387]}",2022-02-23T09:49:39.941+01:00
160,centros-educativos-en-valencia,f0a3c462f63cd7ffc330b36f9ff5fed93b3bb6f8,"{'telef': '961934039', 'codcen': '46033531', 'despecific': 'GOMETS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.389899, 39.49156399907384], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE GOMETS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46025', 'regimen': 'PRIVADO', 'direccion': 'CL. CASTELLÓN DE RUGAT, 3', 'municipio': 'València', 'mail': 'info@ceigomets.com', 'fax': '0', 'geo_point_2d': [39.49156399907384, -0.3898989999999997]}","{'type': 'Point', 'coordinates': [-0.3898989999999997, 39.49156399907384]}",2022-02-23T09:49:39.941+01:00
161,centros-educativos-en-valencia,1cab0614eaaec5dd80d35e319de5cb9985573e9d,"{'telef': '633674357', 'codcen': '46033565', 'despecific': 'ITUITU', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.364541, 39.462339999074025], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE ITUITU', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46005', 'regimen': 'PRIVADO', 'direccion': 'CL. ALEJANDRO VI, 6', 'municipio': 'València', 'mail': 'direccion@ituitu.es', 'fax': '0', 'geo_point_2d': [39.462339999074025, -0.3645409999999991]}","{'type': 'Point', 'coordinates': [-0.3645409999999991, 39.462339999074025]}",2022-02-23T09:49:39.941+01:00
162,centros-educativos-en-valencia,0249f0be5f208c2b5b20ffe7e60984c909d26a39,"{'telef': '963105568', 'codcen': '46033668', 'despecific': ""L'EMBOLIC"", 'provincia': 'València', 'geo_shape': {'coordinates': [-0.393335, 39.496806999073804], 'type': 'Point'}, 'dlibre': ""CENTRE PRIV. ED. INF. 1er CICLE L'EMBOLIC"", 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46025', 'regimen': 'PRIVADO', 'direccion': 'CL. MANUEL MELIA I FUSTER (LOCAL 2), 1', 'municipio': 'València', 'mail': 'info@ceiembolic.com', 'fax': '963811502', 'geo_point_2d': [39.496806999073804, -0.393335]}","{'type': 'Point', 'coordinates': [-0.393335, 39.496806999073804]}",2022-02-23T09:49:39.941+01:00
163,centros-educativos-en-valencia,104f26e20607e8ad25a253470c91e86d145b03ab,"{'telef': '963251444', 'codcen': '46033701', 'despecific': 'MARIPOSAS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.373358, 39.45294599907409], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE MARIPOSAS', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46026', 'regimen': 'PRIVADO', 'direccion': 'AV. AUSIÀS MARCH, 42', 'municipio': 'València', 'mail': 'info@escuelainfantilmariposas.com', 'fax': '0', 'geo_point_2d': [39.45294599907409, -0.3733580000000007]}","{'type': 'Point', 'coordinates': [-0.3733580000000007, 39.45294599907409]}",2022-02-23T09:49:39.941+01:00
164,centros-educativos-en-valencia,feea372a07833b69902ab96f50fd6f9d000c876f,"{'telef': '651115285', 'codcen': '46033841', 'despecific': ""L'ESCOLETA DEL CARME"", 'provincia': 'València', 'geo_shape': {'coordinates': [-0.379055, 39.47865499907393], 'type': 'Point'}, 'dlibre': ""CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA DEL CARME"", 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46003', 'regimen': 'PRIVADO', 'direccion': 'CL. PALMA, 5', 'municipio': 'València', 'mail': 'pimoes@gmail.com', 'fax': '0', 'geo_point_2d': [39.47865499907393, -0.37905500000000075]}","{'type': 'Point', 'coordinates': [-0.37905500000000075, 39.47865499907393]}",2022-02-23T09:49:39.941+01:00
165,centros-educativos-en-valencia,892c78fc0394ab8f9f24e94e07fffd5e25d22a1e,"{'telef': '675552015', 'codcen': '46034144', 'despecific': 'CENETED', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.384341, 39.488986999073845], 'type': 'Point'}, 'dlibre': 'CENTRE ENSENYAMENTS ESPORTIUS CENETED', 'dgenerica': ""CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS"", 'codpos': '46009', 'regimen': 'PRIVADO', 'direccion': 'CL. MÚSICO JARQUE CUALLADÓ, 9', 'municipio': 'València', 'mail': 'valencia@tecnicodeportivo.net', 'fax': '0', 'geo_point_2d': [39.488986999073845, -0.3843409999999994]}","{'type': 'Point', 'coordinates': [-0.3843409999999994, 39.488986999073845]}",2022-02-23T09:49:39.941+01:00
166,centros-educativos-en-valencia,6ad0dfda7b5430510530da66a24e79135b81c5bc,"{'telef': '963504471', 'codcen': '46034171', 'despecific': 'BAMBINI 2', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.368336, 39.460275999074035], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE BAMBINI 2', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46005', 'regimen': 'PRIVADO', 'direccion': 'CL. PINTOR SALVADOR ABRIL, 56', 'municipio': 'València', 'mail': 'bambini2@ceibambini.com', 'fax': '0', 'geo_point_2d': [39.460275999074035, -0.36833599999999944]}","{'type': 'Point', 'coordinates': [-0.36833599999999944, 39.460275999074035]}",2022-02-23T09:49:39.941+01:00
167,centros-educativos-en-valencia,bc10cd95f1fd1439ada7b13ced307cfee2913b03,"{'telef': '963499487', 'codcen': '46034600', 'despecific': 'EXPLORA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.393485, 39.49036399907384], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE EXPLORA', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46015', 'regimen': 'PRIVADO', 'direccion': 'CL. CERAMISTA MATEU, 11', 'municipio': 'València', 'mail': 'ceiexplora@gmail.com', 'fax': '0', 'geo_point_2d': [39.49036399907384, -0.39348500000000103]}","{'type': 'Point', 'coordinates': [-0.39348500000000103, 39.49036399907384]}",2022-02-23T09:49:39.941+01:00
168,centros-educativos-en-valencia,96c7c5d785302fbf09c34a407ad736d490cb8bc4,"{'telef': '960452815', 'codcen': '46034740', 'despecific': 'CENTRO PROFESIONAL EUROPEO DE VALENCIA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.366445, 39.478567999073924], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT FP EUROPEO DE VALENCIA', 'dgenerica': 'CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA', 'codpos': '46010', 'regimen': 'PRIVADO', 'direccion': 'CL. GENERAL ELIO (EDIFICI B), 2', 'municipio': 'València', 'mail': 'cpevalencia@universidadeuropea.es', 'fax': '0', 'geo_point_2d': [39.478567999073924, -0.3664449999999995]}","{'type': 'Point', 'coordinates': [-0.3664449999999995, 39.478567999073924]}",2022-02-23T09:49:39.941+01:00
169,centros-educativos-en-valencia,2615395645f70529700746423b92b2ae31944db8,"{'telef': '962062353', 'codcen': '46034909', 'despecific': 'ANA SALMERÓN FORMACIÓN', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.382301, 39.46940999907399], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT FP ANA SALMERÓN FORMACIÓN', 'dgenerica': 'CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA', 'codpos': '46007', 'regimen': 'PRIVADO', 'direccion': 'CL. GUILLEM DE CASTRO, 43', 'municipio': 'València', 'mail': 'escuela@anasalmeron.com', 'fax': '0', 'geo_point_2d': [39.46940999907399, -0.3823010000000003]}","{'type': 'Point', 'coordinates': [-0.3823010000000003, 39.46940999907399]}",2022-02-23T09:49:39.941+01:00
170,centros-educativos-en-valencia,6342b872d2c5a8f212ec435cf06baed6606df82d,"{'telef': '963201344', 'codcen': '46035379', 'despecific': 'FEBES', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.397276, 39.45948899907403], 'type': 'Point'}, 'dlibre': 'CENTRE PRIV. ED. INF. 1er CICLE FEBES', 'dgenerica': ""CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE"", 'codpos': '46014', 'regimen': 'PRIVADO', 'direccion': ""CL. VALL D'UIXÓ, 6"", 'municipio': 'València', 'mail': 'info@febes.es', 'fax': '0', 'geo_point_2d': [39.45948899907403, -0.3972760000000007]}","{'type': 'Point', 'coordinates': [-0.3972760000000007, 39.45948899907403]}",2022-02-23T09:49:39.941+01:00
171,centros-educativos-en-valencia,fe95b326705dd34afddda85c4ff1af61bc05354c,"{'telef': '963567945', 'codcen': '46035847', 'despecific': 'FUNDACIÓN PASCUAL TOMÁS', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.33924, 39.47258299907397], 'type': 'Point'}, 'dlibre': 'CENTRE PRIVAT FP FUNDACIÓN PASCUAL TOMÁS', 'dgenerica': 'CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA', 'codpos': '46022', 'regimen': 'PRIVADO', 'direccion': 'PZ. JOSÉ MARÍA ORENSE, 10', 'municipio': 'València', 'mail': 'info@fundacionpascualtomas.org', 'fax': '0', 'geo_point_2d': [39.47258299907397, -0.3392399999999988]}","{'type': 'Point', 'coordinates': [-0.3392399999999988, 39.47258299907397]}",2022-02-23T09:49:39.941+01:00
172,centros-educativos-en-valencia,6eb4e0d1c0c20f5883694c627c8f727fd69d3d8d,"{'telef': '693220600', 'codcen': '46035896', 'despecific': 'ELITE SPORT', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.363238, 39.465099999074006], 'type': 'Point'}, 'dlibre': 'CENTRE ENSENYAMENTS ESPORTIUS ELITE SPORT', 'dgenerica': ""CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS"", 'codpos': '46005', 'regimen': 'PRIVADO', 'direccion': 'CL. SALAMANCA, 45', 'municipio': 'València', 'mail': 'elitesportvalencia@gmail.com', 'fax': '0', 'geo_point_2d': [39.465099999074006, -0.36323800000000067]}","{'type': 'Point', 'coordinates': [-0.36323800000000067, 39.465099999074006]}",2022-02-23T09:49:39.941+01:00
173,centros-educativos-en-valencia,f6b1018e6e5a1dd49866482e216a0b6fb4ed38e6,"{'telef': '960715432', 'codcen': '46036256', 'despecific': 'YAMAHA MUSIC SCHOOL', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.357914, 39.46837499907398], 'type': 'Point'}, 'dlibre': 'ESCOLA PRIVADA DE MÚSICA YAMAHA MUSIC SCHOOL', 'dgenerica': 'ESCOLA PRIVADA DE MÚSICA', 'codpos': '46021', 'regimen': 'PRIVADO', 'direccion': 'CL. SANTA ROSA, 8 BAIX', 'municipio': 'València', 'mail': 'info@ymsvalencia.com', 'fax': '0', 'geo_point_2d': [39.46837499907398, -0.3579140000000001]}","{'type': 'Point', 'coordinates': [-0.3579140000000001, 39.46837499907398]}",2022-02-23T09:49:39.941+01:00
174,centros-educativos-en-valencia,32264904cd1900d78a3c696810611865ac768252,"{'telef': '963189240', 'codcen': '46036311', 'despecific': 'VICENT VENTURA', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.371347, 39.48358099907389], 'type': 'Point'}, 'dlibre': 'CENTRE PÚBLIC FPA VICENT VENTURA', 'dgenerica': 'CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES', 'codpos': '46010', 'regimen': 'PÚBLICO', 'direccion': 'CL. CONVENT DE CARMELITES, 1', 'municipio': 'València', 'mail': '46036311@edu.gva.es', 'fax': '0', 'geo_point_2d': [39.48358099907389, -0.3713470000000009]}","{'type': 'Point', 'coordinates': [-0.3713470000000009, 39.48358099907389]}",2022-02-23T09:49:39.941+01:00
175,centros-educativos-en-valencia,fb22a5974bc8fdfe3b1373bd389c386c091544e6,"{'telef': '639130858', 'codcen': '46036359', 'despecific': 'CIM BANDA PARROQUIAL DE TORREFIEL', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.377957, 39.495029999073815], 'type': 'Point'}, 'dlibre': 'ESCOLA PRIVADA DE MÚSICA CIM BANDA PARROQUIAL DE TORREFIEL', 'dgenerica': 'ESCOLA PRIVADA DE MÚSICA', 'codpos': '46019', 'regimen': 'PRIVADO', 'direccion': 'CL. PINTOR JOAN BAPTISTA PORCAR, 13', 'municipio': 'València', 'mail': 'correo@bandatorrefiel.es', 'fax': '0', 'geo_point_2d': [39.495029999073815, -0.3779570000000015]}","{'type': 'Point', 'coordinates': [-0.3779570000000015, 39.495029999073815]}",2022-02-23T09:49:39.941+01:00
176,centros-educativos-en-valencia,2cb0928c1db7015e7d658abd8464844c5d3307e0,"{'telef': '910089832', 'codcen': '46036402', 'despecific': 'GM FOOTBALL ACADEMY', 'provincia': 'València', 'geo_shape': {'coordinates': [-0.362345, 39.46364799907402], 'type': 'Point'}, 'dlibre': 'CENTRE ENSENYAMENTS ESPORTIUS GM FOOTBALL ACADEMY', 'dgenerica': ""CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS"", 'codpos': '46005', 'regimen': 'PRIVADO', 'direccion': 'CL. SALAMANCA, 55', 'municipio': 'València', 'mail': 'info@gmfacademy.com', 'fax': '0', 'geo_point_2d': [39.46364799907402, -0.3623449999999995]}","{'type': 'Point', 'coordinates': [-0.3623449999999995, 39.46364799907402]}",2022-02-23T09:49:39.941+01:00
